,inanimate_008_right.png,1.55E+00,4.17E-03,8.59E-01
41,inanimate_012_right_pair.png,-0.012055335968379544,0.012301587301587258,-0.24552429667519188
42,inanimate_007_right_pair.png,-0.02252964426877474,-0.22757936507936505,-0.1344291560102302
43,animate_012_right_pair.png,-0.20849802371541504,0.46825396825396826,-0.11360613810741693
44,animate_007_right_pair.png,-0.3675889328063241,-0.08452380952380945,-0.013043478260869601
45,inanimate_010_left.png,0.2727272727272727,-0.15615079365079365,-0.20306905370843992
46,inanimate_011_left.png,0.24901185770750978,-0.14166666666666666,-0.5
47,animate_010_right.png,-0.3794466403162055,-0.10912698412698407,-0.013043478260869601
48,inanimate_006_right_pair.png,0.24703557312252966,-0.3849206349206349,-0.24526854219948852
49,animate_006_left.png,-0.2347826086956522,-0.11448412698412697,-0.2171355498721228
50,animate_007_left.png,-0.32015810276679846,-0.20039682539682535,0.03810741687979535
51,animate_006_right_pair.png,-0.24110671936758893,-0.10773809523809524,-0.4667519181585678
52,animate_004_right.png,-0.4169960474308301,-0.21706349206349201,-0.05856777493606141
53,animate_009_right_pair.png,-0.3695652173913044,0.09047619047619049,-0.14897698209718674
54,inanimate_008_left_pair.png,0.15612648221343872,0.1884920634920635,0.23913043478260854
55,inanimate_009_right_pair.png,-0.05415019762845852,0.04246031746031742,0.459079283887468
56,animate_008_left_pair.png,-0.17490118577075103,0.2063492063492064,-0.16624040920716115
57,inanimate_001_right_pair.png,0.05415019762845852,0.1246031746031746,-0.1430179028132993
58,inanimate_001_right.png,0.09288537549407105,0.02440476190476193,-0.1923273657289003
59,animate_009_right.png,-0.35177865612648224,-0.06071428571428572,-0.14928388746803073
60,inanimate_007_left.png,0.02905138339920943,-0.2936507936507936,-0.20792838874680308
61,animate_001_right_pair.png,-0.2193675889328064,0.21031746031746035,-0.3741687979539642
62,inanimate_006_left.png,0.06699604743082999,-0.4801587301587301,-0.1285421994884911
63,animate_003_right.png,-0.4367588932806324,-0.2017857142857143,-0.009974424552429695
64,inanimate_011_left_pair.png,0.5,-0.07559523809523805,-0.45907928388746805
65,inanimate_006_left_pair.png,0.17984189723320154,-0.2777777777777778,-0.21662404092071613
66,animate_011_left_pair.png,-0.26877470355731226,-0.10019841269841268,-0.06163682864450132
67,animate_006_left_pair.png,-0.41106719367588934,-0.08531746031746035,-0.3900255754475703
68,animate_001_left.png,-0.26877470355731226,-0.11249999999999999,-0.058312020460358105
69,animate_003_right_pair.png,-0.5,-0.23809523809523808,0.021739130434782594
70,inanimate_002_left_pair.png,0.03063241106719361,0.27182539682539686,-0.21611253196930952
71,animate_002_left_pair.png,-0.20434782608695656,0.013690476190476142,-0.3728900255754476
72,inanimate_003_right_pair.png,-0.06422924901185773,-0.018373015873015874,-0.15411764705882358
73,inanimate_012_right.png,-0.016798418972332085,0.014285714285714346,-0.2112531969309463
74,inanimate_006_right.png,0.09881422924901184,-0.5,-0.14076726342711005
75,animate_004_right_pair.png,-0.4268774703557312,-0.193452380952381,-0.19590792838874682
76,animate_011_right_pair.png,-0.1559288537549407,-0.16964285714285715,-0.14255754475703325
77,inanimate_001_left.png,0.13636363636363624,-0.00436507936507935,-0.2025575447570333
78,inanimate_004_right_pair.png,0.09209486166007896,-0.0480753968253968,-0.2585677749360614
79,inanimate_011_right_pair.png,0.42885375494071143,-0.10416666666666663,-0.4616368286445013
80,animate_010_right_pair.png,-0.41106719367588934,-0.03731547619047615,-0.10102301790281332
81,animate_005_right_pair.png,-0.274308300395257,0.15416666666666667,-0.4667519181585678
82,inanimate_010_right_pair.png,0.21936758893280617,0.019642857142857184,-0.030690537084399006
83,inanimate_005_right_pair.png,0.10671936758893286,0.04186507936507933,0.28516624040920713
84,animate_005_right.png,-0.22094861660079057,0.01210317460317456,-0.29002557544757035
85,animate_011_right.png,-0.25138339920948616,-0.2357142857142857,-0.06803069053708438
86,inanimate_005_left_pair.png,0.17391304347826086,0.10218253968253965,0.2698209718670076
87,inanimate_012_left_pair.png,0.030830039525691633,0.026388888888888906,-0.3869565217391304
88,animate_002_right_pair.png,-0.19130434782608696,0.1168650793650794,-0.45907928388746805
89,animate_005_left_pair.png,-0.29743083003952575,0.17658730158730163,-0.379539641943734
90,inanimate_002_right_pair.png,0.008893280632411016,0.3015873015873016,-0.23069053708439902
91,animate_012_left_pair.png,-0.22193675889328063,0.5,-0.007161125319693096
92,inanimate_001_left_pair.png,0.07391304347826078,0.05892857142857144,-0.15749360613810742
93,animate_008_right.png,-0.29920948616600795,0.029365079365079372,-0.20127877237851666
94,animate_001_left_pair.png,-0.3616600790513834,-0.00257936507936507,-0.22199488491048597
