subject,block_number,block_type,trial_number,item_type,trial_type,trial_complexity,item_id,rt,half,block_deviant_number,trial_type_index,first_dev_position,second_dev_position
SS1614838829490,3,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_05_A,2535.109999938868,first half,2,first_deviant,3,5
SS1614838829490,3,simple_dissimilar,4,background,background,simple,simple_09_A,7195.70499996189,first half,2,background,3,5
SS1614838829490,3,simple_dissimilar,5,dissimilar deviant,deviant,simple,simple_05_A,3273.0000000447035,first half,2,second_deviant,3,5
SS1614838829490,4,simple_dissimilar,1,background,background,simple,simple_13_A,2872.6449999958277,first half,1,background,6,NA
SS1614838829490,4,simple_dissimilar,2,background,background,simple,simple_13_A,1309.499999973923,first half,1,background,6,NA
SS1614838829490,4,simple_dissimilar,3,background,background,simple,simple_13_A,701.2949999189004,first half,1,background,6,NA
SS1614838829490,4,simple_dissimilar,4,background,background,simple,simple_13_A,255.47999993432313,first half,1,background,6,NA
SS1614838829490,4,simple_dissimilar,5,background,background,simple,simple_13_A,1641.3249999750406,first half,1,background,6,NA
SS1614838829490,4,simple_dissimilar,6,dissimilar deviant,deviant,simple,simple_15_A,1940.8550000516698,first half,1,first_deviant,6,NA
SS1614838829490,5,simple_similar,1,background,background,simple,simple_01_A,1511.4400000311434,first half,2,background,4,6
SS1614838829490,5,simple_similar,2,background,background,simple,simple_01_A,292.6300000399351,first half,2,background,4,6
SS1614838829490,5,simple_similar,3,background,background,simple,simple_01_A,294.5550000295043,first half,2,background,4,6
SS1614838829490,5,simple_similar,4,similar deviant,deviant,simple,simple_01_B,240.40500004775822,first half,2,first_deviant,4,6
SS1614838829490,5,simple_similar,5,background,background,simple,simple_01_A,1435.2400000207126,first half,2,background,4,6
SS1614838829490,5,simple_similar,6,similar deviant,deviant,simple,simple_01_B,48.99999999906868,first half,2,second_deviant,4,6
SS1614838829490,6,complex_similar,1,background,background,complex,complex_15_B,3088.125000009313,second half,0,background,NA,NA
SS1614838829490,6,complex_similar,2,background,background,complex,complex_15_B,1255.69500005804,second half,0,background,NA,NA
SS1614838829490,6,complex_similar,3,background,background,complex,complex_15_B,702.1599999861792,second half,0,background,NA,NA
SS1614838829490,6,complex_similar,4,background,background,complex,complex_15_B,1166.09499999322,second half,0,background,NA,NA
SS1614838829490,7,complex_dissimilar,1,background,background,complex,complex_10_A,3015.194999985397,second half,0,background,NA,NA
SS1614838829490,7,complex_dissimilar,2,background,background,complex,complex_10_A,1577.5350000476465,second half,0,background,NA,NA
SS1614838829490,7,complex_dissimilar,3,background,background,complex,complex_10_A,748.0950000463054,second half,0,background,NA,NA
SS1614838829490,7,complex_dissimilar,4,background,background,complex,complex_10_A,315.19999995362014,second half,0,background,NA,NA
SS1614838829490,8,simple_similar,1,background,background,simple,simple_12_B,1909.125000005588,second half,0,background,NA,NA
SS1614838829490,8,simple_similar,2,background,background,simple,simple_12_B,1116.2849999964237,second half,0,background,NA,NA
SS1614838829490,8,simple_similar,3,background,background,simple,simple_12_B,334.72500008065253,second half,0,background,NA,NA
SS1614838829490,8,simple_similar,4,background,background,simple,simple_12_B,636.8800000054762,second half,0,background,NA,NA
SS1614838829490,8,simple_similar,5,background,background,simple,simple_12_B,1018.7050000531599,second half,0,background,NA,NA
SS1614838829490,8,simple_similar,6,background,background,simple,simple_12_B,515.9249999560416,second half,0,background,NA,NA
SS1614838829490,9,complex_dissimilar,1,background,background,complex,complex_17_B,3719.6949999779463,second half,1,background,4,NA
SS1614838829490,9,complex_dissimilar,2,background,background,complex,complex_17_B,2662.7800000132993,second half,1,background,4,NA
SS1614838829490,9,complex_dissimilar,3,background,background,complex,complex_17_B,2021.7600000323728,second half,1,background,4,NA
SS1614838829490,9,complex_dissimilar,4,dissimilar deviant,deviant,complex,complex_02_A,3368.0249999742955,second half,1,first_deviant,4,NA
SS1614838829490,9,complex_dissimilar,5,background,background,complex,complex_17_B,3515.489999903366,second half,1,background,4,NA
SS1614838829490,9,complex_dissimilar,6,background,background,complex,complex_17_B,708.0299999797717,second half,1,background,4,NA
SS1614838829490,10,simple_dissimilar,1,background,background,simple,simple_04_A,656.4249999355525,second half,2,background,3,5
SS1614838829490,10,simple_dissimilar,2,background,background,simple,simple_04_A,3265.7599999802187,second half,2,background,3,5
SS1614838829490,10,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_20_B,1650.7200000341982,second half,2,first_deviant,3,5
SS1614838829490,10,simple_dissimilar,4,background,background,simple,simple_04_A,748.0849999701604,second half,2,background,3,5
SS1614838829490,10,simple_dissimilar,5,dissimilar deviant,deviant,simple,simple_20_B,326.77499996498227,second half,2,second_deviant,3,5
SS1614838829490,10,simple_dissimilar,6,background,background,simple,simple_04_A,515.9849999472499,second half,2,background,3,5
SS1614838829490,11,complex_dissimilar,1,background,background,complex,complex_14_A,3221.754999947734,second half,1,background,2,NA
SS1614838829490,11,complex_dissimilar,2,dissimilar deviant,deviant,complex,complex_19_B,2984.319999930449,second half,1,first_deviant,2,NA
SS1614838829490,11,complex_dissimilar,3,background,background,complex,complex_14_A,3343.974999967031,second half,1,background,2,NA
SS1614838829490,11,complex_dissimilar,4,background,background,complex,complex_14_A,280.81999998539686,second half,1,background,2,NA
SS1614838831616,0,simple_similar,1,background,background,simple,simple_15_B,503.9999999999127,first half,1,background,2,NA
SS1614838831616,0,simple_similar,2,similar deviant,deviant,simple,simple_15_A,206.00000000011642,first half,1,first_deviant,2,NA
SS1614838831616,0,simple_similar,3,background,background,simple,simple_15_B,11.999999999708962,first half,1,background,2,NA
SS1614838831616,0,simple_similar,4,background,background,simple,simple_15_B,157.00000000014552,first half,1,background,2,NA
SS1614838831616,1,complex_dissimilar,1,background,background,complex,complex_07_A,769.9999999995343,first half,1,background,7,NA
SS1614838831616,1,complex_dissimilar,2,background,background,complex,complex_07_A,514.9999999994179,first half,1,background,7,NA
SS1614838831616,1,complex_dissimilar,3,background,background,complex,complex_07_A,329.9999999999127,first half,1,background,7,NA
SS1614838831616,1,complex_dissimilar,4,background,background,complex,complex_07_A,166.00000000017462,first half,1,background,7,NA
SS1614838831616,1,complex_dissimilar,5,background,background,complex,complex_07_A,108.99999999944703,first half,1,background,7,NA
SS1614838831616,1,complex_dissimilar,6,background,background,complex,complex_07_A,144.00000000023283,first half,1,background,7,NA
SS1614838831616,1,complex_dissimilar,7,dissimilar deviant,deviant,complex,complex_01_A,121.00000000008731,first half,1,first_deviant,7,NA
SS1614838831616,2,complex_similar,1,background,background,complex,complex_17_A,11.999999999738066,first half,0,background,NA,NA
SS1614838831616,2,complex_similar,2,background,background,complex,complex_17_A,78.99999999970896,first half,0,background,NA,NA
SS1614838831616,2,complex_similar,3,background,background,complex,complex_17_A,110.99999999988358,first half,0,background,NA,NA
SS1614838831616,2,complex_similar,4,background,background,complex,complex_17_A,125,first half,0,background,NA,NA
SS1614838831616,2,complex_similar,5,background,background,complex,complex_17_A,444.99999999970896,first half,0,background,NA,NA
SS1614838831616,2,complex_similar,6,background,background,complex,complex_17_A,587.0000000004366,first half,0,background,NA,NA
SS1614838831616,3,simple_similar,1,background,background,simple,simple_20_A,590.0000000001746,first half,2,background,2,3
SS1614838831616,3,simple_similar,2,similar deviant,deviant,simple,simple_20_B,478.9999999993597,first half,2,first_deviant,2,3
SS1614838831616,3,simple_similar,3,similar deviant,deviant,simple,simple_20_B,701.0000000000291,first half,2,second_deviant,2,3
SS1614838831616,3,simple_similar,4,background,background,simple,simple_20_A,72.99999999941792,first half,2,background,2,3
SS1614838831616,3,simple_similar,5,background,background,simple,simple_20_A,318.00000000023283,first half,2,background,2,3
SS1614838831616,4,simple_dissimilar,1,background,background,simple,simple_07_B,384,first half,1,background,4,NA
SS1614838831616,4,simple_dissimilar,2,background,background,simple,simple_07_B,262.0000000006112,first half,1,background,4,NA
SS1614838831616,4,simple_dissimilar,3,background,background,simple,simple_07_B,1201.000000000029,first half,1,background,4,NA
SS1614838831616,4,simple_dissimilar,4,dissimilar deviant,deviant,simple,simple_08_B,997.9999999995925,first half,1,first_deviant,4,NA
SS1614838831616,4,simple_dissimilar,5,background,background,simple,simple_07_B,233.00000000017462,first half,1,background,4,NA
SS1614838831616,5,complex_similar,1,background,background,complex,complex_20_A,345.00000000026193,first half,2,background,2,6
SS1614838831616,5,complex_similar,2,similar deviant,deviant,complex,complex_20_B,827.9999999995343,first half,2,first_deviant,2,6
SS1614838831616,5,complex_similar,3,background,background,complex,complex_20_A,1318.9999999995052,first half,2,background,2,6
SS1614838831616,5,complex_similar,4,background,background,complex,complex_20_A,594.9999999993306,first half,2,background,2,6
SS1614838831616,5,complex_similar,5,background,background,complex,complex_20_A,228.0000000000582,first half,2,background,2,6
SS1614838831616,5,complex_similar,6,similar deviant,deviant,complex,complex_20_B,382.00000000052387,first half,2,second_deviant,2,6
SS1614838831616,6,simple_dissimilar,1,background,background,simple,simple_11_B,661.0000000000582,second half,1,background,5,NA
SS1614838831616,6,simple_dissimilar,2,background,background,simple,simple_11_B,580.0000000008149,second half,1,background,5,NA
SS1614838831616,6,simple_dissimilar,3,background,background,simple,simple_11_B,20.00000000046566,second half,1,background,5,NA
SS1614838831616,6,simple_dissimilar,4,background,background,simple,simple_11_B,299.0000000008731,second half,1,background,5,NA
SS1614838831616,6,simple_dissimilar,5,dissimilar deviant,deviant,simple,simple_09_B,2137.9999999998836,second half,1,first_deviant,5,NA
SS1614838831616,7,complex_similar,1,background,background,complex,complex_10_A,787.9999999995925,second half,2,background,2,3
SS1614838831616,7,complex_similar,2,similar deviant,deviant,complex,complex_10_B,23.000000000174623,second half,2,first_deviant,2,3
SS1614838831616,7,complex_similar,3,similar deviant,deviant,complex,complex_10_B,594.0000000000582,second half,2,second_deviant,2,3
SS1614838831616,7,complex_similar,4,background,background,complex,complex_10_A,331.0000000001164,second half,2,background,2,3
SS1614838831616,8,complex_dissimilar,1,background,background,complex,complex_16_A,1114.9999999998254,second half,0,background,NA,NA
SS1614838831616,8,complex_dissimilar,2,background,background,complex,complex_16_A,235.99999999988358,second half,0,background,NA,NA
SS1614838831616,8,complex_dissimilar,3,background,background,complex,complex_16_A,433,second half,0,background,NA,NA
SS1614838831616,8,complex_dissimilar,4,background,background,complex,complex_16_A,1667.9999999996508,second half,0,background,NA,NA
SS1614838831616,9,simple_similar,1,background,background,simple,simple_19_B,266.9999999998836,second half,1,background,3,NA
SS1614838831616,9,simple_similar,2,background,background,simple,simple_19_B,373.99999999976717,second half,1,background,3,NA
SS1614838831616,9,simple_similar,3,similar deviant,deviant,simple,simple_19_A,571.9999999991851,second half,1,first_deviant,3,NA
SS1614838831616,9,simple_similar,4,background,background,simple,simple_19_B,299,second half,1,background,3,NA
SS1614838831616,10,complex_dissimilar,1,background,background,complex,complex_01_B,1054.9999999993597,second half,0,background,NA,NA
SS1614838831616,10,complex_dissimilar,2,background,background,complex,complex_01_B,509.0000000000582,second half,0,background,NA,NA
SS1614838831616,10,complex_dissimilar,3,background,background,complex,complex_01_B,246.00000000011642,second half,0,background,NA,NA
SS1614838831616,10,complex_dissimilar,4,background,background,complex,complex_01_B,233.00000000017462,second half,0,background,NA,NA
SS1614838831616,10,complex_dissimilar,5,background,background,complex,complex_01_B,415.0000000008731,second half,0,background,NA,NA
SS1614838831616,10,complex_dissimilar,6,background,background,complex,complex_01_B,588.9999999999418,second half,0,background,NA,NA
SS1614838831616,11,simple_dissimilar,1,background,background,simple,simple_03_A,251.00000000017462,second half,2,background,2,5
SS1614838831616,11,simple_dissimilar,2,dissimilar deviant,deviant,simple,simple_10_A,1279.0000000004657,second half,2,first_deviant,2,5
SS1614838831616,11,simple_dissimilar,3,background,background,simple,simple_03_A,104.99999999953434,second half,2,background,2,5
SS1614838831616,11,simple_dissimilar,4,background,background,simple,simple_03_A,490.9999999999418,second half,2,background,2,5
SS1614838831616,11,simple_dissimilar,5,dissimilar deviant,deviant,simple,simple_10_A,357,second half,2,second_deviant,2,5
SS1614838834095,0,complex_similar,1,background,background,complex,complex_19_A,1616.819999879226,first half,1,background,3,NA
SS1614838834095,0,complex_similar,2,background,background,complex,complex_19_A,108.32499992102385,first half,1,background,3,NA
SS1614838834095,0,complex_similar,3,similar deviant,deviant,complex,complex_19_B,1944.429999915883,first half,1,first_deviant,3,NA
SS1614838834095,0,complex_similar,4,background,background,complex,complex_19_A,262.1249998919666,first half,1,background,3,NA
SS1614838834095,0,complex_similar,5,background,background,complex,complex_19_A,68.85999999940395,first half,1,background,3,NA
SS1614838834095,1,simple_similar,1,background,background,simple,simple_12_A,46.799999894574285,first half,0,background,NA,NA
SS1614838834095,1,simple_similar,2,background,background,simple,simple_12_A,1143.2199999690056,first half,0,background,NA,NA
SS1614838834095,1,simple_similar,3,background,background,simple,simple_12_A,663.8700000476092,first half,0,background,NA,NA
SS1614838834095,1,simple_similar,4,background,background,simple,simple_12_A,574.1449999623001,first half,0,background,NA,NA
SS1614838834095,1,simple_similar,5,background,background,simple,simple_12_A,482.94000001624227,first half,0,background,NA,NA
SS1614838834095,1,simple_similar,6,background,background,simple,simple_12_A,96.63999988697469,first half,0,background,NA,NA
SS1614838834095,2,simple_dissimilar,1,background,background,simple,simple_09_A,1734.7350001800805,first half,0,background,NA,NA
SS1614838834095,2,simple_dissimilar,2,background,background,simple,simple_09_A,3057.7699998393655,first half,0,background,NA,NA
SS1614838834095,2,simple_dissimilar,3,background,background,simple,simple_09_A,127.91500007733703,first half,0,background,NA,NA
SS1614838834095,2,simple_dissimilar,4,background,background,simple,simple_09_A,2303.8700001779944,first half,0,background,NA,NA
SS1614838834095,2,simple_dissimilar,5,background,background,simple,simple_09_A,83.80999998189509,first half,0,background,NA,NA
SS1614838834095,2,simple_dissimilar,6,background,background,simple,simple_09_A,613.2450001314282,first half,0,background,NA,NA
SS1614838834095,3,complex_similar,1,background,background,complex,complex_17_B,3295.085000107065,first half,2,background,3,7
SS1614838834095,3,complex_similar,2,background,background,complex,complex_17_B,2441.3099999073893,first half,2,background,3,7
SS1614838834095,3,complex_similar,3,similar deviant,deviant,complex,complex_17_A,1505.790000082925,first half,2,first_deviant,3,7
SS1614838834095,3,complex_similar,4,background,background,complex,complex_17_B,2947.304999921471,first half,2,background,3,7
SS1614838834095,3,complex_similar,5,background,background,complex,complex_17_B,37.00500004924834,first half,2,background,3,7
SS1614838834095,3,complex_similar,6,background,background,complex,complex_17_B,560.3100000880659,first half,2,background,3,7
SS1614838834095,3,complex_similar,7,similar deviant,deviant,complex,complex_17_A,612.9250000230968,first half,2,second_deviant,3,7
SS1614838834095,4,simple_similar,1,background,background,simple,simple_06_B,185.94500003382564,first half,2,background,2,5
SS1614838834095,4,simple_similar,2,similar deviant,deviant,simple,simple_06_A,551.5700001269579,first half,2,first_deviant,2,5
SS1614838834095,4,simple_similar,3,background,background,simple,simple_06_B,70.67000004462898,first half,2,background,2,5
SS1614838834095,4,simple_similar,4,background,background,simple,simple_06_B,487.9549997858703,first half,2,background,2,5
SS1614838834095,4,simple_similar,5,similar deviant,deviant,simple,simple_06_A,371.0050000809133,first half,2,second_deviant,2,5
SS1614838834095,5,complex_dissimilar,1,background,background,complex,complex_03_A,297.80999990180135,first half,2,background,4,5
SS1614838834095,5,complex_dissimilar,2,background,background,complex,complex_03_A,573.084999807179,first half,2,background,4,5
SS1614838834095,5,complex_dissimilar,3,background,background,complex,complex_03_A,56.404999922961,first half,2,background,4,5
SS1614838834095,5,complex_dissimilar,4,dissimilar deviant,deviant,complex,complex_06_A,528.0999999959022,first half,2,first_deviant,4,5
SS1614838834095,5,complex_dissimilar,5,dissimilar deviant,deviant,complex,complex_06_A,381.5999999642372,first half,2,second_deviant,4,5
SS1614838834095,6,simple_dissimilar,1,background,background,simple,simple_16_A,817.1450002118945,second half,2,background,3,6
SS1614838834095,6,simple_dissimilar,2,background,background,simple,simple_16_A,3232.3949998244643,second half,2,background,3,6
SS1614838834095,6,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_19_A,1637.1199998538941,second half,2,first_deviant,3,6
SS1614838834095,6,simple_dissimilar,4,background,background,simple,simple_16_A,587.1099999640137,second half,2,background,3,6
SS1614838834095,6,simple_dissimilar,5,background,background,simple,simple_16_A,303.46999992616475,second half,2,background,3,6
SS1614838834095,6,simple_dissimilar,6,dissimilar deviant,deviant,simple,simple_19_A,332.4649999849498,second half,2,second_deviant,3,6
SS1614838834095,7,complex_similar,1,background,background,complex,complex_01_B,640.6150001566857,second half,2,background,2,3
SS1614838834095,7,complex_similar,2,similar deviant,deviant,complex,complex_01_A,3411.189999897033,second half,2,first_deviant,2,3
SS1614838834095,7,complex_similar,3,similar deviant,deviant,complex,complex_01_A,327.5649999268353,second half,2,second_deviant,2,3
SS1614838834095,7,complex_similar,4,background,background,complex,complex_01_B,1604.5900001190603,second half,2,background,2,3
SS1614838834095,8,simple_similar,1,background,background,simple,simple_11_A,191.8200000654906,second half,2,background,2,3
SS1614838834095,8,simple_similar,2,similar deviant,deviant,simple,simple_11_B,471.580000128597,second half,2,first_deviant,2,3
SS1614838834095,8,simple_similar,3,similar deviant,deviant,simple,simple_11_B,553.370000096038,second half,2,second_deviant,2,3
SS1614838834095,8,simple_similar,4,background,background,simple,simple_11_A,309.25499997101724,second half,2,background,2,3
SS1614838834095,8,simple_similar,5,background,background,simple,simple_11_A,362.71499982103705,second half,2,background,2,3
SS1614838834095,9,complex_dissimilar,1,background,background,complex,complex_08_B,234.56500004976988,second half,2,background,5,6
SS1614838834095,9,complex_dissimilar,2,background,background,complex,complex_08_B,825.5400001071393,second half,2,background,5,6
SS1614838834095,9,complex_dissimilar,3,background,background,complex,complex_08_B,371.5399999637157,second half,2,background,5,6
SS1614838834095,9,complex_dissimilar,4,background,background,complex,complex_08_B,465.349999954924,second half,2,background,5,6
SS1614838834095,9,complex_dissimilar,5,dissimilar deviant,deviant,complex,complex_18_B,484.2650000937283,second half,2,first_deviant,5,6
SS1614838834095,9,complex_dissimilar,6,dissimilar deviant,deviant,complex,complex_18_B,481.3250000588596,second half,2,second_deviant,5,6
SS1614838834095,10,complex_dissimilar,1,background,background,complex,complex_15_A,295.3949999064207,second half,0,background,NA,NA
SS1614838834095,10,complex_dissimilar,2,background,background,complex,complex_15_A,1370.1700000092387,second half,0,background,NA,NA
SS1614838834095,10,complex_dissimilar,3,background,background,complex,complex_15_A,221.11999988555908,second half,0,background,NA,NA
SS1614838834095,10,complex_dissimilar,4,background,background,complex,complex_15_A,1115.955000044778,second half,0,background,NA,NA
SS1614838834095,10,complex_dissimilar,5,background,background,complex,complex_15_A,470.01999989151955,second half,0,background,NA,NA
SS1614838834095,11,simple_dissimilar,1,background,background,simple,simple_18_B,3855.5999998934567,second half,0,background,NA,NA
SS1614838834095,11,simple_dissimilar,2,background,background,simple,simple_18_B,3905.744999879971,second half,0,background,NA,NA
SS1614838834095,11,simple_dissimilar,3,background,background,simple,simple_18_B,79431.74000014551,second half,0,background,NA,NA
SS1614838834095,11,simple_dissimilar,4,background,background,simple,simple_18_B,825.7549998816103,second half,0,background,NA,NA
SS1614838854870,0,complex_dissimilar,1,background,background,complex,complex_18_A,3803.2849999999744,first half,2,background,2,4
SS1614838854870,0,complex_dissimilar,2,dissimilar deviant,deviant,complex,complex_08_B,2361.444999998668,first half,2,first_deviant,2,4
SS1614838854870,0,complex_dissimilar,3,background,background,complex,complex_18_A,11538.25999999931,first half,2,background,2,4
SS1614838854870,0,complex_dissimilar,4,dissimilar deviant,deviant,complex,complex_08_B,3349.819999999425,first half,2,second_deviant,2,4
SS1614838854870,1,complex_similar,1,background,background,complex,complex_09_B,2645.2950000002747,first half,2,background,4,6
SS1614838854870,1,complex_similar,2,background,background,complex,complex_09_B,2883.450000001234,first half,2,background,4,6
SS1614838854870,1,complex_similar,3,background,background,complex,complex_09_B,2159.965000000724,first half,2,background,4,6
SS1614838854870,1,complex_similar,4,similar deviant,deviant,complex,complex_09_A,2673.5499999995227,first half,2,first_deviant,4,6
SS1614838854870,1,complex_similar,5,background,background,complex,complex_09_B,2167.840000000084,first half,2,background,4,6
SS1614838854870,1,complex_similar,6,similar deviant,deviant,complex,complex_09_A,1573.130000000645,first half,2,second_deviant,4,6
SS1614838854870,2,complex_similar,1,background,background,complex,complex_14_B,1586.0250000005472,first half,0,background,NA,NA
SS1614838854870,2,complex_similar,2,background,background,complex,complex_14_B,54.41499999869848,first half,0,background,NA,NA
SS1614838854870,2,complex_similar,3,background,background,complex,complex_14_B,1140.5799999993178,first half,0,background,NA,NA
SS1614838854870,2,complex_similar,4,background,background,complex,complex_14_B,3026.1649999992806,first half,0,background,NA,NA
SS1614838854870,2,complex_similar,5,background,background,complex,complex_14_B,1516.2149999996764,first half,0,background,NA,NA
SS1614838854870,2,complex_similar,6,background,background,complex,complex_14_B,1186.9399999995949,first half,0,background,NA,NA
SS1614838854870,3,simple_dissimilar,1,background,background,simple,simple_13_A,256.4600000004866,first half,2,background,2,5
SS1614838854870,3,simple_dissimilar,2,dissimilar deviant,deviant,simple,simple_15_B,738.8350000000792,first half,2,first_deviant,2,5
SS1614838854870,3,simple_dissimilar,3,background,background,simple,simple_13_A,213.18999999854714,first half,2,background,2,5
SS1614838854870,3,simple_dissimilar,4,background,background,simple,simple_13_A,606.5100000014063,first half,2,background,2,5
SS1614838854870,3,simple_dissimilar,5,dissimilar deviant,deviant,simple,simple_15_B,239.27499999990687,first half,2,second_deviant,2,5
SS1614838854870,4,complex_dissimilar,1,background,background,complex,complex_11_A,1057.3049999984796,first half,2,background,2,6
SS1614838854870,4,complex_dissimilar,2,dissimilar deviant,deviant,complex,complex_02_B,456.5949999996228,first half,2,first_deviant,2,6
SS1614838854870,4,complex_dissimilar,3,background,background,complex,complex_11_A,565.2900000022491,first half,2,background,2,6
SS1614838854870,4,complex_dissimilar,4,background,background,complex,complex_11_A,876.7050000024028,first half,2,background,2,6
SS1614838854870,4,complex_dissimilar,5,background,background,complex,complex_11_A,265.9349999994156,first half,2,background,2,6
SS1614838854870,4,complex_dissimilar,6,dissimilar deviant,deviant,complex,complex_02_B,253.99000000103842,first half,2,second_deviant,2,6
SS1614838854870,5,complex_dissimilar,1,background,background,complex,complex_07_B,1954.9349999979022,first half,2,background,4,5
SS1614838854870,5,complex_dissimilar,2,background,background,complex,complex_07_B,202.23500000068452,first half,2,background,4,5
SS1614838854870,5,complex_dissimilar,3,background,background,complex,complex_07_B,87.0199999990291,first half,2,background,4,5
SS1614838854870,5,complex_dissimilar,4,dissimilar deviant,deviant,complex,complex_03_B,211.76500000001397,first half,2,first_deviant,4,5
SS1614838854870,5,complex_dissimilar,5,dissimilar deviant,deviant,complex,complex_03_B,691.9749999978812,first half,2,second_deviant,4,5
SS1614838854870,6,simple_similar,1,background,background,simple,simple_16_B,2343.4149999993388,second half,2,background,2,3
SS1614838854870,6,simple_similar,2,similar deviant,deviant,simple,simple_16_A,557.9099999995087,second half,2,first_deviant,2,3
SS1614838854870,6,simple_similar,3,similar deviant,deviant,simple,simple_16_A,11.255000001227017,second half,2,second_deviant,2,3
SS1614838854870,6,simple_similar,4,background,background,simple,simple_16_B,157.76999999798136,second half,2,background,2,3
SS1614838854870,7,simple_dissimilar,1,background,background,simple,simple_12_A,176.38000000076136,second half,1,background,2,NA
SS1614838854870,7,simple_dissimilar,2,dissimilar deviant,deviant,simple,simple_13_B,556.2099999987986,second half,1,first_deviant,2,NA
SS1614838854870,7,simple_dissimilar,3,background,background,simple,simple_12_A,201.1050000000978,second half,1,background,2,NA
SS1614838854870,7,simple_dissimilar,4,background,background,simple,simple_12_A,438.0300000011339,second half,1,background,2,NA
SS1614838854870,7,simple_dissimilar,5,background,background,simple,simple_12_A,169.0199999975739,second half,1,background,2,NA
SS1614838854870,7,simple_dissimilar,6,background,background,simple,simple_12_A,429.37499999970896,second half,1,background,2,NA
SS1614838854870,8,simple_similar,1,background,background,simple,simple_14_B,512.8100000001723,second half,0,background,NA,NA
SS1614838854870,8,simple_similar,2,background,background,simple,simple_14_B,365.42000000190455,second half,0,background,NA,NA
SS1614838854870,8,simple_similar,3,background,background,simple,simple_14_B,133.5849999995553,second half,0,background,NA,NA
SS1614838854870,8,simple_similar,4,background,background,simple,simple_14_B,389.3949999983306,second half,0,background,NA,NA
SS1614838854870,8,simple_similar,5,background,background,simple,simple_14_B,61.239999999059364,second half,0,background,NA,NA
SS1614838854870,9,complex_similar,1,background,background,complex,complex_12_A,306.5649999989546,second half,2,background,3,7
SS1614838854870,9,complex_similar,2,background,background,complex,complex_12_A,391.39000000071246,second half,2,background,3,7
SS1614838854870,9,complex_similar,3,similar deviant,deviant,complex,complex_12_B,287.1750000012689,second half,2,first_deviant,3,7
SS1614838854870,9,complex_similar,4,background,background,complex,complex_12_A,303.06000000203494,second half,2,background,3,7
SS1614838854870,9,complex_similar,5,background,background,complex,complex_12_A,215.41499999875668,second half,2,background,3,7
SS1614838854870,9,complex_similar,6,background,background,complex,complex_12_A,114.02500000258442,second half,2,background,3,7
SS1614838854870,9,complex_similar,7,similar deviant,deviant,complex,complex_12_B,702.1199999980745,second half,2,second_deviant,3,7
SS1614838854870,10,simple_dissimilar,1,background,background,simple,simple_20_A,192.63499999942724,second half,2,background,4,6
SS1614838854870,10,simple_dissimilar,2,background,background,simple,simple_20_A,144.9499999980908,second half,2,background,4,6
SS1614838854870,10,simple_dissimilar,3,background,background,simple,simple_20_A,215.35999999835622,second half,2,background,4,6
SS1614838854870,10,simple_dissimilar,4,dissimilar deviant,deviant,simple,simple_07_A,28.79000000032829,second half,2,first_deviant,4,6
SS1614838854870,10,simple_dissimilar,5,background,background,simple,simple_20_A,472.2250000013737,second half,2,background,4,6
SS1614838854870,10,simple_dissimilar,6,dissimilar deviant,deviant,simple,simple_07_A,155.09999999997672,second half,2,second_deviant,4,6
SS1614838854870,11,simple_similar,1,background,background,simple,simple_20_B,683.7300000006799,second half,1,background,4,NA
SS1614838854870,11,simple_similar,2,background,background,simple,simple_20_B,480.7500000024447,second half,1,background,4,NA
SS1614838854870,11,simple_similar,3,background,background,simple,simple_20_B,901.8450000003213,second half,1,background,4,NA
SS1614838854870,11,simple_similar,4,similar deviant,deviant,simple,simple_20_A,483.95499999972526,second half,1,first_deviant,4,NA
SS1614838854870,11,simple_similar,5,background,background,simple,simple_20_B,20.270000000833534,second half,1,background,4,NA
SS1614838883708,0,simple_dissimilar,1,background,background,simple,simple_07_B,1436.8549999780953,first half,1,background,3,NA
SS1614838883708,0,simple_dissimilar,2,background,background,simple,simple_07_B,290.5900000478141,first half,1,background,3,NA
SS1614838883708,0,simple_dissimilar,3,dissimilar deviant,deviant,simple,simple_10_A,2063.2450000266545,first half,1,first_deviant,3,NA
SS1614838883708,0,simple_dissimilar,4,background,background,simple,simple_07_B,2688.465000013821,first half,1,background,3,NA
SS1614838883708,1,complex_similar,1,background,background,complex,complex_14_A,17.289999988861382,first half,2,background,2,6
SS1614838883708,1,complex_similar,2,similar deviant,deviant,complex,complex_14_B,387.50499999150634,first half,2,first_deviant,2,6
SS1614838883708,1,complex_similar,3,background,background,complex,complex_14_A,163.00499998033047,first half,2,background,2,6
SS1614838883708,1,complex_similar,4,background,background,complex,complex_14_A,708.2350000273436,first half,2,background,2,6
SS1614838883708,1,complex_similar,5,background,background,complex,complex_14_A,445.8500000182539,first half,2,background,2,6
SS1614838883708,1,complex_similar,6,similar deviant,deviant,complex,complex_14_B,2991.8300000135787,first half,2,second_deviant,2,6
SS1614838883708,2,complex_dissimilar,1,background,background,complex,complex_17_B,238.95000002812594,first half,0,background,NA,NA
SS1614838883708,2,complex_dissimilar,2,background,background,complex,complex_17_B,784.0150000411086,first half,0,background,NA,NA
SS1614838883708,2,complex_dissimilar,3,background,background,complex,complex_17_B,410.83000000799075,first half,0,background,NA,NA
