stimulus_id,stimuli,b_val,d_val,epsilon,weig,mean_sample_n
4,BDBBBB,0.10101012140512466,0.401010125875473,0.001,1e-4,4.051413881748072
4,BDBBBB,0.10101012140512466,0.401010125875473,0.001,1,1.0225
4,BDBBBB,0.10101012140512466,0.401010125875473,0.001,5,1.0025
4,BDBBBB,0.10101012140512466,0.401010125875473,0.001,10,1
5,BBBBBB,0.10101012140512466,0.401010125875473,0.001,1e-4,3.6575
5,BBBBBB,0.10101012140512466,0.401010125875473,0.001,1,1.01
5,BBBBBB,0.10101012140512466,0.401010125875473,0.001,5,1
5,BBBBBB,0.10101012140512466,0.401010125875473,0.001,10,1
5,BBBBBD,0.10101012140512466,0.401010125875473,0.001,1e-4,39.1875
5,BBBBBD,0.10101012140512466,0.401010125875473,0.001,1,1.31
5,BBBBBD,0.10101012140512466,0.401010125875473,0.001,5,1.0075
5,BBBBBD,0.10101012140512466,0.401010125875473,0.001,10,1
5,BBBDBB,0.10101012140512466,0.401010125875473,0.001,1e-4,3.928205128205128
5,BBBDBB,0.10101012140512466,0.401010125875473,0.001,1,1.0075
5,BBBDBB,0.10101012140512466,0.401010125875473,0.001,5,1
5,BBBDBB,0.10101012140512466,0.401010125875473,0.001,10,1
5,BDBBBB,0.10101012140512466,0.401010125875473,0.001,1e-4,3.930591259640103
5,BDBBBB,0.10101012140512466,0.401010125875473,0.001,1,1.0125
5,BDBBBB,0.10101012140512466,0.401010125875473,0.001,5,1.005
5,BDBBBB,0.10101012140512466,0.401010125875473,0.001,10,1
